[OUTPUT] [DEBUG DLIOBenchmark.__init__] After LoadConfig:
[OUTPUT]   storage_type   = <StorageType.LOCAL_FS: 'local_fs'>
[OUTPUT]   storage_root   = './'
[OUTPUT]   storage_options= None
[OUTPUT]   data_folder    = '/mnt/glfs/GalaxSphere-1Tier0/training/unet3d'
[OUTPUT]   framework      = <FrameworkType.PYTORCH: 'pytorch'>
[OUTPUT]   num_files_train= 105000
[OUTPUT]   record_length  = 146600628
[OUTPUT]   generate_data  = False
[OUTPUT]   do_train       = True
[OUTPUT]   do_checkpoint  = False
[OUTPUT]   epochs         = 5
[OUTPUT]   batch_size     = 7
[OUTPUT] 2026-07-13T09:56:27.420723 Running DLIO [Training] with 26 process(es)
[OUTPUT] 2026-07-13T09:56:27.439922 skip_listing [train]: validating 105,000 of 105,000 files (first, last, every 1) via HEAD requests ...
[OUTPUT] 2026-07-13T09:56:27.442832 skip_listing [train]:   500/105,000 checked (0%)  —  178435 checks/s  —  ETA 1s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.521506 skip_listing [train]:   20,000/105,000 checked (19%)  —  245465 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.523514 skip_listing [train]:   20,500/105,000 checked (20%)  —  245552 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.525527 skip_listing [train]:   21,000/105,000 checked (20%)  —  245617 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.527533 skip_listing [train]:   21,500/105,000 checked (20%)  —  245701 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.529540 skip_listing [train]:   22,000/105,000 checked (21%)  —  245779 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.531550 skip_listing [train]:   22,500/105,000 checked (21%)  —  245845 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.533558 skip_listing [train]:   23,000/105,000 checked (22%)  —  245911 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.535565 skip_listing [train]:   23,500/105,000 checked (22%)  —  245980 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.537569 skip_listing [train]:   24,000/105,000 checked (23%)  —  246051 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.539579 skip_listing [train]:   24,500/105,000 checked (23%)  —  246106 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.541577 skip_listing [train]:   25,000/105,000 checked (24%)  —  246187 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.543584 skip_listing [train]:   25,500/105,000 checked (24%)  —  246245 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.545592 skip_listing [train]:   26,000/105,000 checked (25%)  —  246296 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.547610 skip_listing [train]:   26,500/105,000 checked (25%)  —  246326 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.549612 skip_listing [train]:   27,000/105,000 checked (26%)  —  246387 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.551609 skip_listing [train]:   27,500/105,000 checked (26%)  —  246459 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.553614 skip_listing [train]:   28,000/105,000 checked (27%)  —  246511 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.555625 skip_listing [train]:   28,500/105,000 checked (27%)  —  246547 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.557635 skip_listing [train]:   29,000/105,000 checked (28%)  —  246586 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.559643 skip_listing [train]:   29,500/105,000 checked (28%)  —  246626 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.561652 skip_listing [train]:   30,000/105,000 checked (29%)  —  246664 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.563659 skip_listing [train]:   30,500/105,000 checked (29%)  —  246703 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.565666 skip_listing [train]:   31,000/105,000 checked (30%)  —  246742 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.567672 skip_listing [train]:   31,500/105,000 checked (30%)  —  246782 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.569672 skip_listing [train]:   32,000/105,000 checked (30%)  —  246830 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.571677 skip_listing [train]:   32,500/105,000 checked (31%)  —  246869 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.573682 skip_listing [train]:   33,000/105,000 checked (31%)  —  246906 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.575687 skip_listing [train]:   33,500/105,000 checked (32%)  —  246943 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.577692 skip_listing [train]:   34,000/105,000 checked (32%)  —  246978 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.579700 skip_listing [train]:   34,500/105,000 checked (33%)  —  247009 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.581701 skip_listing [train]:   35,000/105,000 checked (33%)  —  247049 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.583704 skip_listing [train]:   35,500/105,000 checked (34%)  —  247084 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.585702 skip_listing [train]:   36,000/105,000 checked (34%)  —  247128 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.587700 skip_listing [train]:   36,500/105,000 checked (35%)  —  247171 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.589703 skip_listing [train]:   37,000/105,000 checked (35%)  —  247203 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.591701 skip_listing [train]:   37,500/105,000 checked (36%)  —  247243 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.593699 skip_listing [train]:   38,000/105,000 checked (36%)  —  247281 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.595701 skip_listing [train]:   38,500/105,000 checked (37%)  —  247314 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.597696 skip_listing [train]:   39,000/105,000 checked (37%)  —  247356 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.599692 skip_listing [train]:   39,500/105,000 checked (38%)  —  247395 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.601691 skip_listing [train]:   40,000/105,000 checked (38%)  —  247430 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.603695 skip_listing [train]:   40,500/105,000 checked (39%)  —  247454 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.605690 skip_listing [train]:   41,000/105,000 checked (39%)  —  247492 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.607689 skip_listing [train]:   41,500/105,000 checked (40%)  —  247524 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.609687 skip_listing [train]:   42,000/105,000 checked (40%)  —  247556 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.611685 skip_listing [train]:   42,500/105,000 checked (40%)  —  247587 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.613685 skip_listing [train]:   43,000/105,000 checked (41%)  —  247616 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.615682 skip_listing [train]:   43,500/105,000 checked (41%)  —  247646 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.617684 skip_listing [train]:   44,000/105,000 checked (42%)  —  247671 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.619683 skip_listing [train]:   44,500/105,000 checked (42%)  —  247698 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.621687 skip_listing [train]:   45,000/105,000 checked (43%)  —  247718 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.623691 skip_listing [train]:   45,500/105,000 checked (43%)  —  247737 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.625692 skip_listing [train]:   46,000/105,000 checked (44%)  —  247760 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.627694 skip_listing [train]:   46,500/105,000 checked (44%)  —  247781 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.629699 skip_listing [train]:   47,000/105,000 checked (45%)  —  247798 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.631703 skip_listing [train]:   47,500/105,000 checked (45%)  —  247816 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.633703 skip_listing [train]:   48,000/105,000 checked (46%)  —  247838 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.635707 skip_listing [train]:   48,500/105,000 checked (46%)  —  247856 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.637713 skip_listing [train]:   49,000/105,000 checked (47%)  —  247870 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.639720 skip_listing [train]:   49,500/105,000 checked (47%)  —  247882 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.641724 skip_listing [train]:   50,000/105,000 checked (48%)  —  247898 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.643726 skip_listing [train]:   50,500/105,000 checked (48%)  —  247917 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.645728 skip_listing [train]:   51,000/105,000 checked (49%)  —  247934 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.647725 skip_listing [train]:   51,500/105,000 checked (49%)  —  247957 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.649725 skip_listing [train]:   52,000/105,000 checked (50%)  —  247978 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.651721 skip_listing [train]:   52,500/105,000 checked (50%)  —  248001 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.653722 skip_listing [train]:   53,000/105,000 checked (50%)  —  248019 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.655725 skip_listing [train]:   53,500/105,000 checked (51%)  —  248033 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.657726 skip_listing [train]:   54,000/105,000 checked (51%)  —  248051 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.659727 skip_listing [train]:   54,500/105,000 checked (52%)  —  248067 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.661727 skip_listing [train]:   55,000/105,000 checked (52%)  —  248085 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.663726 skip_listing [train]:   55,500/105,000 checked (53%)  —  248102 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.665728 skip_listing [train]:   56,000/105,000 checked (53%)  —  248118 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.667732 skip_listing [train]:   56,500/105,000 checked (54%)  —  248130 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.669736 skip_listing [train]:   57,000/105,000 checked (54%)  —  248142 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.671731 skip_listing [train]:   57,500/105,000 checked (55%)  —  248162 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.673731 skip_listing [train]:   58,000/105,000 checked (55%)  —  248179 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.675739 skip_listing [train]:   58,500/105,000 checked (56%)  —  248186 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.677744 skip_listing [train]:   59,000/105,000 checked (56%)  —  248196 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.679747 skip_listing [train]:   59,500/105,000 checked (57%)  —  248208 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.681751 skip_listing [train]:   60,000/105,000 checked (57%)  —  248218 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.683753 skip_listing [train]:   60,500/105,000 checked (58%)  —  248231 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.685754 skip_listing [train]:   61,000/105,000 checked (58%)  —  248245 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.687774 skip_listing [train]:   61,500/105,000 checked (59%)  —  248239 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.689784 skip_listing [train]:   62,000/105,000 checked (59%)  —  248243 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.691788 skip_listing [train]:   62,500/105,000 checked (60%)  —  248253 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.693794 skip_listing [train]:   63,000/105,000 checked (60%)  —  248260 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.695808 skip_listing [train]:   63,500/105,000 checked (60%)  —  248260 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.697820 skip_listing [train]:   64,000/105,000 checked (61%)  —  248262 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.699830 skip_listing [train]:   64,500/105,000 checked (61%)  —  248267 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.701840 skip_listing [train]:   65,000/105,000 checked (62%)  —  248270 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.703851 skip_listing [train]:   65,500/105,000 checked (62%)  —  248273 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.705865 skip_listing [train]:   66,000/105,000 checked (63%)  —  248272 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.707877 skip_listing [train]:   66,500/105,000 checked (63%)  —  248275 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.709892 skip_listing [train]:   67,000/105,000 checked (64%)  —  248274 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.711897 skip_listing [train]:   67,500/105,000 checked (64%)  —  248281 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.713908 skip_listing [train]:   68,000/105,000 checked (65%)  —  248285 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.715917 skip_listing [train]:   68,500/105,000 checked (65%)  —  248288 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.717928 skip_listing [train]:   69,000/105,000 checked (66%)  —  248291 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.719943 skip_listing [train]:   69,500/105,000 checked (66%)  —  248290 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.721961 skip_listing [train]:   70,000/105,000 checked (67%)  —  248286 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.723975 skip_listing [train]:   70,500/105,000 checked (67%)  —  248286 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.725987 skip_listing [train]:   71,000/105,000 checked (68%)  —  248288 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.727993 skip_listing [train]:   71,500/105,000 checked (68%)  —  248294 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.730009 skip_listing [train]:   72,000/105,000 checked (69%)  —  248292 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.732023 skip_listing [train]:   72,500/105,000 checked (69%)  —  248292 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.734033 skip_listing [train]:   73,000/105,000 checked (70%)  —  248295 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.736047 skip_listing [train]:   73,500/105,000 checked (70%)  —  248296 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.738054 skip_listing [train]:   74,000/105,000 checked (70%)  —  248300 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.740069 skip_listing [train]:   74,500/105,000 checked (71%)  —  248299 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.742076 skip_listing [train]:   75,000/105,000 checked (71%)  —  248306 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.744079 skip_listing [train]:   75,500/105,000 checked (72%)  —  248314 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.746081 skip_listing [train]:   76,000/105,000 checked (72%)  —  248323 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.748079 skip_listing [train]:   76,500/105,000 checked (73%)  —  248336 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.750077 skip_listing [train]:   77,000/105,000 checked (73%)  —  248348 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.752079 skip_listing [train]:   77,500/105,000 checked (74%)  —  248358 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.754084 skip_listing [train]:   78,000/105,000 checked (74%)  —  248364 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.756090 skip_listing [train]:   78,500/105,000 checked (75%)  —  248369 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.758095 skip_listing [train]:   79,000/105,000 checked (75%)  —  248376 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.760098 skip_listing [train]:   79,500/105,000 checked (76%)  —  248383 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.762099 skip_listing [train]:   80,000/105,000 checked (76%)  —  248392 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.764097 skip_listing [train]:   80,500/105,000 checked (77%)  —  248404 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.766096 skip_listing [train]:   81,000/105,000 checked (77%)  —  248415 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.768100 skip_listing [train]:   81,500/105,000 checked (78%)  —  248421 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.770100 skip_listing [train]:   82,000/105,000 checked (78%)  —  248431 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.772109 skip_listing [train]:   82,500/105,000 checked (79%)  —  248433 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.774115 skip_listing [train]:   83,000/105,000 checked (79%)  —  248438 checks/s  —  ETA 0s  —  0 failed so far
[OUTPUT] 2026-07-13T09:56:27.776119 skip_listing [train]:   83,500/105,000 checked (80%)  —  248445 checks/s  —  ETA 0s  —  0 failed so far
